"","Año","Mes","Estado","Superficie Sembrada (ha)","Superficie cosechada (ha)","Producción obtenida (ton)"
"436",2012,"Marzo","PUEBLA","0","0","0"
"625",2012,"Marzo","NAYARIT","0","0","0"
"1081",2012,"Abril","CAMPECHE","30","0","0"
"1091",2012,"Abril","CHIAPAS","750","0","0"
"11010",2012,"Abril","CHIHUAHUA","9","0","0"
"11110",2012,"Abril","TAMAULIPAS","1184","0","0"
"1139",2012,"Abril","YUCATAN","0","0","0"
"292",2012,"Abril","COAHUILA","0","0","0"
"360",2012,"Abril","NUEVO LEON","0","0","0"
"456",2012,"Abril","QUINTANA ROO","0","0","0"
"552",2012,"Abril","SAN LUIS POTOSI","0","0","0"
"638",2012,"Abril","SINALOA","0","0","0"
"734",2012,"Abril","SONORA","0","0","0"
"830",2012,"Abril","VERACRUZ","0","0","0"
"935",2012,"Abril","JALISCO","0","0","0"
"1140",2012,"Abril","PUEBLA","0","0","0"
"1326",2012,"Abril","NAYARIT","0","0","0"
"1169",2012,"Mayo","CAMPECHE","30","0","0"
"1173",2012,"Mayo","CHIAPAS","750","750","1805"
"1183",2012,"Mayo","CHIHUAHUA","9","0","0"
"1193",2012,"Mayo","NUEVO LEON","6","0","0"
"1203",2012,"Mayo","TAMAULIPAS","1184","0","0"
"1170",2012,"Mayo","YUCATAN","0","0","0"
"2108",2012,"Mayo","COAHUILA","0","0","0"
"378",2012,"Mayo","QUINTANA ROO","0","0","0"
"475",2012,"Mayo","SAN LUIS POTOSI","0","0","0"
"567",2012,"Mayo","SINALOA","0","0","0"
"656",2012,"Mayo","SONORA","0","0","0"
"754",2012,"Mayo","VERACRUZ","0","0","0"
"844",2012,"Mayo","JALISCO","0","0","0"
"1039",2012,"Mayo","PUEBLA","0","0","0"
"1239",2012,"Mayo","NAYARIT","0","0","0"
"12210",2012,"Junio","CAMPECHE","30","0","0"
"12310",2012,"Junio","CHIAPAS","610","610","1525"
"1249",2012,"Junio","CHIHUAHUA","9","0","0"
"1253",2012,"Junio","NUEVO LEON","6","0","0"
"1263",2012,"Junio","SAN LUIS POTOSI","6600","0","0"
"1272",2012,"Junio","SONORA","1424","0","0"
"1282",2012,"Junio","TAMAULIPAS","1184","150","225"
"1204",2012,"Junio","YUCATAN","0","0","0"
"2124",2012,"Junio","COAHUILA","0","0","0"
"398",2012,"Junio","QUINTANA ROO","0","0","0"
"490",2012,"Junio","SINALOA","0","0","0"
"583",2012,"Junio","VERACRUZ","0","0","0"
"674",2012,"Junio","JALISCO","0","0","0"
"858",2012,"Junio","PUEBLA","0","0","0"
"1051",2012,"Junio","NAYARIT","0","0","0"
"1352",2012,"Julio","CAMPECHE","291","0","0"
"1362",2012,"Julio","CHIAPAS","610","610","1525"
"1372",2012,"Julio","CHIHUAHUA","9","0","0"
"1382",2012,"Julio","JALISCO","1","0","0"
"1391",2012,"Julio","NUEVO LEON","6","0","0"
"1402",2012,"Julio","QUINTANA ROO","902","0","0"
"14110",2012,"Julio","SAN LUIS POTOSI","18372","0","0"
"14210",2012,"Julio","SONORA","1424","0","0"
"1435",2012,"Julio","TAMAULIPAS","31290","150","225"
"1445",2012,"Julio","VERACRUZ","5035","0","0"
"1267",2012,"Julio","YUCATAN","0","0","0"
"2138",2012,"Julio","COAHUILA","0","0","0"
"3119",2012,"Julio","SINALOA","0","0","0"
"5100",2012,"Julio","PUEBLA","0","0","0"
"785",2012,"Julio","NAYARIT","0","0","0"
"1392",2012,"Agosto","CAMPECHE","5496","30","120"
"1403",2012,"Agosto","CHIAPAS","11959","610","1525"
"14111",2012,"Agosto","CHIHUAHUA","9","0","0"
"14211",2012,"Agosto","NUEVO LEON","6","4","4"
"1437",2012,"Agosto","QUINTANA ROO","1275","0","0"
"1446",2012,"Agosto","SAN LUIS POTOSI","25087","0","0"
"1455",2012,"Agosto","SONORA","1444","0","0"
"1465",2012,"Agosto","TAMAULIPAS","74783","1184","2792"
"1474",2012,"Agosto","VERACRUZ","10951","0","0"
"1484",2012,"Agosto","YUCATAN","935","0","0"
"1286",2012,"Agosto","COAHUILA","0","0","0"
"2157",2012,"Agosto","SINALOA","0","0","0"
"3136",2012,"Agosto","JALISCO","0","0","0"
"5114",2012,"Agosto","PUEBLA","0","0","0"
"796",2012,"Agosto","NAYARIT","0","0","0"
"14212",2012,"Septiembre","CAMPECHE","6794","30","120"
"1439",2012,"Septiembre","CHIAPAS","11959","610","1525"
"1447",2012,"Septiembre","CHIHUAHUA","16","0","0"
"1456",2012,"Septiembre","JALISCO","1","0","0"
"1466",2012,"Septiembre","NUEVO LEON","6","5","7"
"1475",2012,"Septiembre","QUINTANA ROO","1275","0","0"
"1485",2012,"Septiembre","SAN LUIS POTOSI","26445","0","0"
"1494",2012,"Septiembre","SONORA","1444","0","0"
"1503",2012,"Septiembre","TAMAULIPAS","83852","1184","2792"
"15110",2012,"Septiembre","VERACRUZ","10951","0","0"
"1521",2012,"Septiembre","YUCATAN","1221","0","0"
"1302",2012,"Septiembre","COAHUILA","0","0","0"
"2179",2012,"Septiembre","SINALOA","0","0","0"
"4137",2012,"Septiembre","PUEBLA","0","0","0"
"6118",2012,"Septiembre","NAYARIT","0","0","0"
"14213",2012,"Octubre","CAMPECHE","6794","30","120"
"14310",2012,"Octubre","CHIAPAS","11959","610","1525"
"1448",2012,"Octubre","CHIHUAHUA","16","0","0"
"1457",2012,"Octubre","JALISCO","1","0","0"
"1467",2012,"Octubre","NUEVO LEON","6","5","7"
"1476",2012,"Octubre","QUINTANA ROO","1281","0","0"
"1486",2012,"Octubre","SAN LUIS POTOSI","26445","895","1638"
"1495",2012,"Octubre","SONORA","1444","1330","3576"
"1504",2012,"Octubre","TAMAULIPAS","83882","1184","2792"
"15111",2012,"Octubre","VERACRUZ","10951","0","0"
"1523",2012,"Octubre","YUCATAN","1221","0","0"
"1350",2012,"Octubre","COAHUILA","0","0","0"
"2208",2012,"Octubre","SINALOA","0","0","0"
"4151",2012,"Octubre","PUEBLA","0","0","0"
"6126",2012,"Octubre","NAYARIT","0","0","0"
"1404",2012,"Noviembre","CAMPECHE","6794","1540","3618"
"14112",2012,"Noviembre","CHIAPAS","11959","2655","6032"
"14214",2012,"Noviembre","CHIHUAHUA","16","16","50"
"14311",2012,"Noviembre","JALISCO","1","0","0"
"14410",2012,"Noviembre","NUEVO LEON","6","5","7"
"1458",2012,"Noviembre","QUINTANA ROO","1281","831","1651"
"1468",2012,"Noviembre","SAN LUIS POTOSI","26445","19592","35685"
"1477",2012,"Noviembre","SONORA","1444","1444","3880"
"1487",2012,"Noviembre","TAMAULIPAS","83882","42027","63609"
"1496",2012,"Noviembre","VERACRUZ","10951","1560","3744"
"1505",2012,"Noviembre","YUCATAN","1221","224","284"
"1369",2012,"Noviembre","COAHUILA","0","0","0"
"2249",2012,"Noviembre","SINALOA","0","0","0"
"4165",2012,"Noviembre","PUEBLA","0","0","0"
"6134",2012,"Noviembre","NAYARIT","0","0","0"
"1405",2012,"Diciembre","CAMPECHE","6794","5764","14375"
"14113",2012,"Diciembre","CHIAPAS","11959","11959","26261"
