"","Año","Mes","Estado","Superficie Sembrada (ha)","Superficie cosechada (ha)","Producción obtenida (ton)"
"278",2004,"Enero","CHIAPAS","525","0","0"
"1",2004,"Enero","CAMPECHE","0","0","0"
"2",2004,"Enero","YUCATAN","0","0","0"
"3",2004,"Enero","COAHUILA","0","0","0"
"4",2004,"Enero","CHIHUAHUA","0","0","0"
"5",2004,"Enero","NUEVO LEON","0","0","0"
"6",2004,"Enero","QUINTANA ROO","0","0","0"
"7",2004,"Enero","SAN LUIS POTOSI","0","0","0"
"8",2004,"Enero","SINALOA","0","0","0"
"9",2004,"Enero","SONORA","0","0","0"
"10",2004,"Enero","TAMAULIPAS","0","0","0"
"11",2004,"Enero","VERACRUZ","0","0","0"
"12",2004,"Enero","JALISCO","0","0","0"
"14",2004,"Enero","PUEBLA","0","0","0"
"16",2004,"Enero","NAYARIT","0","0","0"
"328",2004,"Febrero","CAMPECHE","1772","1772","3284"
"329",2004,"Febrero","CHIAPAS","11838","10858","25847"
"330",2004,"Febrero","CHIHUAHUA","56","56","107"
"331",2004,"Febrero","NAYARIT","1","1","1"
"332",2004,"Febrero","NUEVO LEON","450","450","1010"
"333",2004,"Febrero","SAN LUIS POTOSI","11463","11426","22032"
"334",2004,"Febrero","SINALOA","309","309","581"
"335",2004,"Febrero","TAMAULIPAS","63534","56920","59438"
"336",2004,"Febrero","VERACRUZ","6997","35","60"
"149",2004,"Febrero","YUCATAN","0","0","0"
"225",2004,"Febrero","COAHUILA","0","0","0"
"314",2004,"Febrero","QUINTANA ROO","0","0","0"
"413",2004,"Febrero","SONORA","0","0","0"
"514",2004,"Febrero","JALISCO","0","0","0"
"78",2004,"Febrero","PUEBLA","0","0","0"
"3261",2004,"Marzo","CAMPECHE","1772","1772","3284"
"3271",2004,"Marzo","CHIAPAS","11838","10858","25847"
"3281",2004,"Marzo","CHIHUAHUA","56","56","107"
"3291",2004,"Marzo","NAYARIT","1","1","1"
"3301",2004,"Marzo","NUEVO LEON","450","450","1010"
"3311",2004,"Marzo","SAN LUIS POTOSI","11463","11426","22032"
"3321",2004,"Marzo","SINALOA","309","309","581"
"3331",2004,"Marzo","TAMAULIPAS","63534","56920","59438"
"3341",2004,"Marzo","VERACRUZ","6997","6997","20946"
"190",2004,"Marzo","YUCATAN","0","0","0"
"247",2004,"Marzo","COAHUILA","0","0","0"
"337",2004,"Marzo","QUINTANA ROO","0","0","0"
"427",2004,"Marzo","SONORA","0","0","0"
"528",2004,"Marzo","JALISCO","0","0","0"
"716",2004,"Marzo","PUEBLA","0","0","0"
"2451",2004,"Abril","NAYARIT","1","1","1"
"2461",2004,"Abril","TAMAULIPAS","579","0","0"
"2471",2004,"Abril","VERACRUZ","35","35","60"
"1122",2004,"Abril","CAMPECHE","0","0","0"
"275",2004,"Abril","CHIAPAS","0","0","0"
"352",2004,"Abril","YUCATAN","0","0","0"
"445",2004,"Abril","COAHUILA","0","0","0"
"543",2004,"Abril","CHIHUAHUA","0","0","0"
"628",2004,"Abril","NUEVO LEON","0","0","0"
"724",2004,"Abril","QUINTANA ROO","0","0","0"
"822",2004,"Abril","SAN LUIS POTOSI","0","0","0"
"924",2004,"Abril","SINALOA","0","0","0"
"1017",2004,"Abril","SONORA","0","0","0"
"1123",2004,"Abril","JALISCO","0","0","0"
"1318",2004,"Abril","PUEBLA","0","0","0"
"2581",2004,"Mayo","NAYARIT","1","1","1"
"2592",2004,"Mayo","TAMAULIPAS","579","349","644"
"2603",2004,"Mayo","VERACRUZ","35","35","60"
"1150",2004,"Mayo","CAMPECHE","0","0","0"
"299",2004,"Mayo","CHIAPAS","0","0","0"
"368",2004,"Mayo","YUCATAN","0","0","0"
"465",2004,"Mayo","COAHUILA","0","0","0"
"559",2004,"Mayo","CHIHUAHUA","0","0","0"
"646",2004,"Mayo","NUEVO LEON","0","0","0"
"744",2004,"Mayo","QUINTANA ROO","0","0","0"
"836",2004,"Mayo","SAN LUIS POTOSI","0","0","0"
"945",2004,"Mayo","SINALOA","0","0","0"
"1031",2004,"Mayo","SONORA","0","0","0"
"1152",2004,"Mayo","JALISCO","0","0","0"
"1329",2004,"Mayo","PUEBLA","0","0","0"
"2771",2004,"Junio","CHIHUAHUA","7","0","0"
"2781",2004,"Junio","NAYARIT","1","1","1"
"2791",2004,"Junio","SAN LUIS POTOSI","1915","0","0"
"2801",2004,"Junio","SINALOA","309","0","0"
"2813",2004,"Junio","TAMAULIPAS","1052","526","885"
"2822",2004,"Junio","VERACRUZ","35","35","60"
"1185",2004,"Junio","CAMPECHE","0","0","0"
"2116",2004,"Junio","CHIAPAS","0","0","0"
"387",2004,"Junio","YUCATAN","0","0","0"
"482",2004,"Junio","COAHUILA","0","0","0"
"574",2004,"Junio","NUEVO LEON","0","0","0"
"664",2004,"Junio","QUINTANA ROO","0","0","0"
"760",2004,"Junio","SONORA","0","0","0"
"850",2004,"Junio","JALISCO","0","0","0"
"1043",2004,"Junio","PUEBLA","0","0","0"
"3062",2004,"Julio","CAMPECHE","750","0","0"
"3072",2004,"Julio","CHIAPAS","2234","0","0"
"3082",2004,"Julio","CHIHUAHUA","7","0","0"
"3092",2004,"Julio","NAYARIT","1","1","1"
"3106",2004,"Julio","SAN LUIS POTOSI","9792","0","0"
"3113",2004,"Julio","SINALOA","309","0","0"
"3122",2004,"Julio","TAMAULIPAS","39982","526","885"
"3131",2004,"Julio","VERACRUZ","3125","35","60"
"1254",2004,"Julio","YUCATAN","0","0","0"
"2130",2004,"Julio","COAHUILA","0","0","0"
"3107",2004,"Julio","NUEVO LEON","0","0","0"
"498",2004,"Julio","QUINTANA ROO","0","0","0"
"590",2004,"Julio","SONORA","0","0","0"
"680",2004,"Julio","JALISCO","0","0","0"
"864",2004,"Julio","PUEBLA","0","0","0"
"3211",2004,"Agosto","CAMPECHE","750","0","0"
"3221",2004,"Agosto","CHIAPAS","11454","0","0"
"3231",2004,"Agosto","CHIHUAHUA","51","0","0"
"3241",2004,"Agosto","NAYARIT","1","1","1"
"3251",2004,"Agosto","NUEVO LEON","370","0","0"
"3262",2004,"Agosto","SAN LUIS POTOSI","10846","0","0"
"3272",2004,"Agosto","SINALOA","309","0","0"
"3282",2004,"Agosto","TAMAULIPAS","59534","529","887"
"3292",2004,"Agosto","VERACRUZ","6997","35","60"
"1276",2004,"Agosto","YUCATAN","0","0","0"
"2146",2004,"Agosto","COAHUILA","0","0","0"
"3127",2004,"Agosto","QUINTANA ROO","0","0","0"
"4115",2004,"Agosto","SONORA","0","0","0"
"5105",2004,"Agosto","JALISCO","0","0","0"
"789",2004,"Agosto","PUEBLA","0","0","0"
"3273",2004,"Septiembre","CAMPECHE","970","0","0"
"3283",2004,"Septiembre","CHIAPAS","11718","0","0"
"3293",2004,"Septiembre","CHIHUAHUA","56","0","0"
"3302",2004,"Septiembre","NAYARIT","1","1","1"
"3313",2004,"Septiembre","NUEVO LEON","450","0","0"
"3322",2004,"Septiembre","SAN LUIS POTOSI","10959","0","0"
"3332",2004,"Septiembre","SINALOA","309","0","0"
"3342",2004,"Septiembre","TAMAULIPAS","63374","529","887"
"3351",2004,"Septiembre","VERACRUZ","6997","35","60"
"1294",2004,"Septiembre","YUCATAN","0","0","0"
"2167",2004,"Septiembre","COAHUILA","0","0","0"
"3142",2004,"Septiembre","QUINTANA ROO","0","0","0"
"4129",2004,"Septiembre","SONORA","0","0","0"
"5119",2004,"Septiembre","JALISCO","0","0","0"
"798",2004,"Septiembre","PUEBLA","0","0","0"
"3284",2004,"Octubre","CAMPECHE","1310","0","0"
"3294",2004,"Octubre","CHIAPAS","11718","0","0"
"3303",2004,"Octubre","CHIHUAHUA","56","0","0"
"3314",2004,"Octubre","NAYARIT","1","1","1"
"3323",2004,"Octubre","NUEVO LEON","450","0","0"
"3333",2004,"Octubre","SAN LUIS POTOSI","10959","230","391"
"3343",2004,"Octubre","SINALOA","309","309","581"
"3352",2004,"Octubre","TAMAULIPAS","63474","529","887"
"3361",2004,"Octubre","VERACRUZ","6997","35","60"
"1308",2004,"Octubre","YUCATAN","0","0","0"
"2190",2004,"Octubre","COAHUILA","0","0","0"
"3156",2004,"Octubre","QUINTANA ROO","0","0","0"
"4143",2004,"Octubre","SONORA","0","0","0"
"5132",2004,"Octubre","JALISCO","0","0","0"
"7104",2004,"Octubre","PUEBLA","0","0","0"
"3263",2004,"Noviembre","CAMPECHE","1562","520","670"
"3274",2004,"Noviembre","CHIAPAS","11838","2470","5262"
"3285",2004,"Noviembre","CHIHUAHUA","56","18","36"
"3295",2004,"Noviembre","NAYARIT","1","1","1"
"3304",2004,"Noviembre","NUEVO LEON","450","0","0"
"3315",2004,"Noviembre","SAN LUIS POTOSI","11463","9838","16380"
"3324",2004,"Noviembre","SINALOA","309","309","581"
"3334",2004,"Noviembre","TAMAULIPAS","63474","31523","32387"
"3344",2004,"Noviembre","VERACRUZ","6997","35","60"
"1359",2004,"Noviembre","YUCATAN","0","0","0"
"2237",2004,"Noviembre","COAHUILA","0","0","0"
"3170",2004,"Noviembre","QUINTANA ROO","0","0","0"
"4157",2004,"Noviembre","SONORA","0","0","0"
"5145",2004,"Noviembre","JALISCO","0","0","0"
"7116",2004,"Noviembre","PUEBLA","0","0","0"
"3264",2004,"Diciembre","CAMPECHE","1772","1552","2674"
"3275",2004,"Diciembre","CHIAPAS","11838","8786","20106"
"3286",2004,"Diciembre","CHIHUAHUA","56","56","107"
"3296",2004,"Diciembre","NAYARIT","1","1","1"
"3305",2004,"Diciembre","NUEVO LEON","450","0","0"
"3316",2004,"Diciembre","SAN LUIS POTOSI","11463","11059","19360"
"3325",2004,"Diciembre","SINALOA","309","309","581"
"3335",2004,"Diciembre","TAMAULIPAS","63534","52016","48975"
"3345",2004,"Diciembre","VERACRUZ","6997","35","60"
"1378",2004,"Diciembre","YUCATAN","0","0","0"
"2257",2004,"Diciembre","COAHUILA","0","0","0"
"3184",2004,"Diciembre","QUINTANA ROO","0","0","0"
"4171",2004,"Diciembre","SONORA","0","0","0"
"5158",2004,"Diciembre","JALISCO","0","0","0"
"7123",2004,"Diciembre","PUEBLA","0","0","0"
"253",2005,"Enero","CAMPECHE","6794","6764","16880"
"254",2005,"Enero","CHIAPAS","11959","11959","26261"
"255",2005,"Enero","CHIHUAHUA","16","16","50"
"256",2005,"Enero","JALISCO","1","0","0"
"257",2005,"Enero","NUEVO LEON","6","5","7"
"258",2005,"Enero","QUINTANA ROO","1281","1029","1717"
"259",2005,"Enero","SAN LUIS POTOSI","26445","26355","50217"
"260",2005,"Enero","SONORA","1444","1444","3880"
"261",2005,"Enero","TAMAULIPAS","83882","80398","121635"
"262",2005,"Enero","VERACRUZ","10951","9000","16650"
"263",2005,"Enero","YUCATAN","1221","1191","1667"
"17",2005,"Enero","COAHUILA","0","0","0"
"21",2005,"Enero","SINALOA","0","0","0"
"41",2005,"Enero","PUEBLA","0","0","0"
"61",2005,"Enero","NAYARIT","0","0","0"
"301",2005,"Febrero","CAMPECHE","5645","728","1803"
"302",2005,"Febrero","CHIAPAS","13605","8570","15477"
"303",2005,"Febrero","CHIHUAHUA","244","244","572"
"305",2005,"Febrero","NAYARIT","2","2","2"
"306",2005,"Febrero","NUEVO LEON","80","80","176"
"307",2005,"Febrero","QUINTANA ROO","450","450","1575"
"308",2005,"Febrero","SAN LUIS POTOSI","12537","12150","32124"
"309",2005,"Febrero","SINALOA","8945","2346","2904"
"3101",2005,"Febrero","TAMAULIPAS","57846","54814","94246"
"3111",2005,"Febrero","VERACRUZ","6800","6700","17590"
"3121",2005,"Febrero","YUCATAN","10","10","30"
"150",2005,"Febrero","COAHUILA","0","0","0"
"226",2005,"Febrero","SONORA","0","0","0"
"315",2005,"Febrero","JALISCO","0","0","0"
"414",2005,"Febrero","PUEBLA","0","0","0"
"300",2005,"Marzo","CAMPECHE","5645","5545","14314"
"3011",2005,"Marzo","CHIAPAS","13605","11592","21005"
"3021",2005,"Marzo","CHIHUAHUA","244","244","572"
"3041",2005,"Marzo","NAYARIT","2","2","2"
"3051",2005,"Marzo","NUEVO LEON","80","80","176"
"3061",2005,"Marzo","QUINTANA ROO","450","450","1575"
"3071",2005,"Marzo","SAN LUIS POTOSI","12537","12150","32124"
"3081",2005,"Marzo","SINALOA","8945","2346","2904"
"3091",2005,"Marzo","TAMAULIPAS","57846","54814","94246"
"3102",2005,"Marzo","VERACRUZ","6800","6700","17590"
"3112",2005,"Marzo","YUCATAN","10","10","30"
"1100",2005,"Marzo","COAHUILA","0","0","0"
"248",2005,"Marzo","SONORA","0","0","0"
"338",2005,"Marzo","JALISCO","0","0","0"
"428",2005,"Marzo","PUEBLA","0","0","0"
"2261",2005,"Abril","CHIAPAS","18","0","0"
"2271",2005,"Abril","NAYARIT","2","2","2"
"2281",2005,"Abril","SAN LUIS POTOSI","297","0","0"
"2291",2005,"Abril","SINALOA","210","0","0"
"2301",2005,"Abril","TAMAULIPAS","439","90","144"
"1124",2005,"Abril","CAMPECHE","0","0","0"
"276",2005,"Abril","YUCATAN","0","0","0"
"353",2005,"Abril","COAHUILA","0","0","0"
"446",2005,"Abril","CHIHUAHUA","0","0","0"
"544",2005,"Abril","NUEVO LEON","0","0","0"
"629",2005,"Abril","QUINTANA ROO","0","0","0"
"725",2005,"Abril","SONORA","0","0","0"
"823",2005,"Abril","VERACRUZ","0","0","0"
"925",2005,"Abril","JALISCO","0","0","0"
"1125",2005,"Abril","PUEBLA","0","0","0"
"2382",2005,"Mayo","CHIAPAS","18","18","41"
"2392",2005,"Mayo","CHIHUAHUA","32","0","0"
"2402",2005,"Mayo","NAYARIT","2","2","2"
"2412",2005,"Mayo","SAN LUIS POTOSI","92","0","0"
"2422",2005,"Mayo","SINALOA","3485","0","0"
"2432",2005,"Mayo","TAMAULIPAS","439","225","288"
"1153",2005,"Mayo","CAMPECHE","0","0","0"
"2100",2005,"Mayo","YUCATAN","0","0","0"
"369",2005,"Mayo","COAHUILA","0","0","0"
"466",2005,"Mayo","NUEVO LEON","0","0","0"
"560",2005,"Mayo","QUINTANA ROO","0","0","0"
"647",2005,"Mayo","SONORA","0","0","0"
"745",2005,"Mayo","VERACRUZ","0","0","0"
"837",2005,"Mayo","JALISCO","0","0","0"
"1032",2005,"Mayo","PUEBLA","0","0","0"
"2561",2005,"Junio","CHIAPAS","18","18","41"
"2571",2005,"Junio","CHIHUAHUA","154","0","0"
"2582",2005,"Junio","NAYARIT","2","2","2"
"2593",2005,"Junio","QUINTANA ROO","100","0","0"
"2604",2005,"Junio","SAN LUIS POTOSI","92","0","0"
"2613",2005,"Junio","SINALOA","8241","0","0"
"2623",2005,"Junio","TAMAULIPAS","809","351","408"
"1187",2005,"Junio","CAMPECHE","0","0","0"
"2117",2005,"Junio","YUCATAN","0","0","0"
"388",2005,"Junio","COAHUILA","0","0","0"
"483",2005,"Junio","NUEVO LEON","0","0","0"
"575",2005,"Junio","SONORA","0","0","0"
"665",2005,"Junio","VERACRUZ","0","0","0"
"762",2005,"Junio","JALISCO","0","0","0"
"964",2005,"Junio","PUEBLA","0","0","0"
"2852",2005,"Julio","CHIAPAS","1994","18","41"
"2861",2005,"Julio","CHIHUAHUA","238","0","0"
"2871",2005,"Julio","NAYARIT","2","2","2"
"2881",2005,"Julio","QUINTANA ROO","450","0","0"
"2891",2005,"Julio","SAN LUIS POTOSI","10060","0","0"
"2901",2005,"Julio","SINALOA","8261","0","0"
"2911",2005,"Julio","TAMAULIPAS","10367","439","602"
"1255",2005,"Julio","CAMPECHE","0","0","0"
"2131",2005,"Julio","YUCATAN","0","0","0"
"3108",2005,"Julio","COAHUILA","0","0","0"
"499",2005,"Julio","NUEVO LEON","0","0","0"
"593",2005,"Julio","SONORA","0","0","0"
"683",2005,"Julio","VERACRUZ","0","0","0"
"777",2005,"Julio","JALISCO","0","0","0"
"979",2005,"Julio","PUEBLA","0","0","0"
"2961",2005,"Agosto","CAMPECHE","3405","0","0"
"2971",2005,"Agosto","CHIAPAS","10495","18","41"
"2981",2005,"Agosto","CHIHUAHUA","244","0","0"
"3001",2005,"Agosto","NAYARIT","2","2","2"
"3012",2005,"Agosto","QUINTANA ROO","450","0","0"
"3022",2005,"Agosto","SAN LUIS POTOSI","12297","0","0"
"3032",2005,"Agosto","SINALOA","8261","0","0"
"3042",2005,"Agosto","TAMAULIPAS","51813","439","602"
"3052",2005,"Agosto","VERACRUZ","6800","0","0"
"3063",2005,"Agosto","YUCATAN","10","0","0"
"1277",2005,"Agosto","COAHUILA","0","0","0"
"2147",2005,"Agosto","NUEVO LEON","0","0","0"
"3128",2005,"Agosto","SONORA","0","0","0"
"4116",2005,"Agosto","JALISCO","0","0","0"
"5106",2005,"Agosto","PUEBLA","0","0","0"
"3013",2005,"Septiembre","CAMPECHE","5596","0","0"
"3023",2005,"Septiembre","CHIAPAS","10785","18","41"
"3033",2005,"Septiembre","CHIHUAHUA","244","0","0"
"3053",2005,"Septiembre","NAYARIT","2","2","2"
"3064",2005,"Septiembre","NUEVO LEON","80","0","0"
"3073",2005,"Septiembre","QUINTANA ROO","450","0","0"
"3083",2005,"Septiembre","SAN LUIS POTOSI","12537","0","0"
"3093",2005,"Septiembre","SINALOA","8617","1380","1776"
"31010",2005,"Septiembre","TAMAULIPAS","57043","439","602"
"31110",2005,"Septiembre","VERACRUZ","6800","0","0"
"31210",2005,"Septiembre","YUCATAN","10","0","0"
"1295",2005,"Septiembre","COAHUILA","0","0","0"
"2168",2005,"Septiembre","SONORA","0","0","0"
"3143",2005,"Septiembre","JALISCO","0","0","0"
"4130",2005,"Septiembre","PUEBLA","0","0","0"
"3024",2005,"Octubre","CAMPECHE","5645","0","0"
"3034",2005,"Octubre","CHIAPAS","13605","18","41"
"3044",2005,"Octubre","CHIHUAHUA","244","106","296"
"3065",2005,"Octubre","NAYARIT","2","2","2"
"3074",2005,"Octubre","NUEVO LEON","80","0","0"
"3084",2005,"Octubre","QUINTANA ROO","450","0","0"
"3094",2005,"Octubre","SAN LUIS POTOSI","12537","0","0"
"31011",2005,"Octubre","SINALOA","8617","1682","2066"
"31111",2005,"Octubre","TAMAULIPAS","57158","439","602"
"31211",2005,"Octubre","VERACRUZ","6800","0","0"
"31310",2005,"Octubre","YUCATAN","10","0","0"
"1309",2005,"Octubre","COAHUILA","0","0","0"
"2195",2005,"Octubre","SONORA","0","0","0"
"3157",2005,"Octubre","JALISCO","0","0","0"
"4144",2005,"Octubre","PUEBLA","0","0","0"
"3002",2005,"Noviembre","CAMPECHE","5645","50","120"
"3014",2005,"Noviembre","CHIAPAS","13605","18","41"
"3025",2005,"Noviembre","CHIHUAHUA","244","214","518"
"3045",2005,"Noviembre","NAYARIT","2","2","2"
"3055",2005,"Noviembre","NUEVO LEON","80","0","0"
"3066",2005,"Noviembre","QUINTANA ROO","450","300","900"
"3075",2005,"Noviembre","SAN LUIS POTOSI","12537","1800","3960"
"3085",2005,"Noviembre","SINALOA","8769","1901","2166"
"3095",2005,"Noviembre","TAMAULIPAS","57158","12234","17560"
"31012",2005,"Noviembre","VERACRUZ","6800","0","0"
"31112",2005,"Noviembre","YUCATAN","10","0","0"
"1360",2005,"Noviembre","COAHUILA","0","0","0"
"2238",2005,"Noviembre","SONORA","0","0","0"
"3171",2005,"Noviembre","JALISCO","0","0","0"
"4158",2005,"Noviembre","PUEBLA","0","0","0"
"3003",2005,"Diciembre","CAMPECHE","5645","50","120"
"3015",2005,"Diciembre","CHIAPAS","13605","18","41"
"3026",2005,"Diciembre","CHIHUAHUA","244","244","572"
"3046",2005,"Diciembre","NAYARIT","2","2","2"
"3056",2005,"Diciembre","NUEVO LEON","80","0","0"
"3067",2005,"Diciembre","QUINTANA ROO","450","300","900"
"3076",2005,"Diciembre","SAN LUIS POTOSI","12537","1800","3960"
"3086",2005,"Diciembre","SINALOA","8769","1901","2166"
"3096",2005,"Diciembre","TAMAULIPAS","57158","30074","55960"
"31013",2005,"Diciembre","VERACRUZ","6800","0","0"
"31113",2005,"Diciembre","YUCATAN","10","0","0"
"1379",2005,"Diciembre","COAHUILA","0","0","0"
"2258",2005,"Diciembre","SONORA","0","0","0"
"3185",2005,"Diciembre","JALISCO","0","0","0"
"4172",2005,"Diciembre","PUEBLA","0","0","0"
"238",2006,"Enero","CHIAPAS","610","0","0"
"18",2006,"Enero","CAMPECHE","0","0","0"
"22",2006,"Enero","YUCATAN","0","0","0"
"32",2006,"Enero","COAHUILA","0","0","0"
"42",2006,"Enero","CHIHUAHUA","0","0","0"
"52",2006,"Enero","NUEVO LEON","0","0","0"
"62",2006,"Enero","QUINTANA ROO","0","0","0"
"71",2006,"Enero","SAN LUIS POTOSI","0","0","0"
"81",2006,"Enero","SINALOA","0","0","0"
"91",2006,"Enero","SONORA","0","0","0"
"101",2006,"Enero","TAMAULIPAS","0","0","0"
"111",2006,"Enero","VERACRUZ","0","0","0"
"121",2006,"Enero","JALISCO","0","0","0"
"141",2006,"Enero","PUEBLA","0","0","0"
"161",2006,"Enero","NAYARIT","0","0","0"
"2811",2006,"Febrero","CAMPECHE","3876","3826","5781"
"282",2006,"Febrero","CHIAPAS","10845","10845","25565"
"283",2006,"Febrero","CHIHUAHUA","49","49","116"
"284",2006,"Febrero","SAN LUIS POTOSI","7082","6352","10297"
"285",2006,"Febrero","TAMAULIPAS","50720","28018","31902"
"286",2006,"Febrero","VERACRUZ","5500","2800","4200"
"158",2006,"Febrero","YUCATAN","0","0","0"
"227",2006,"Febrero","COAHUILA","0","0","0"
"316",2006,"Febrero","NUEVO LEON","0","0","0"
"415",2006,"Febrero","QUINTANA ROO","0","0","0"
"516",2006,"Febrero","SINALOA","0","0","0"
"611",2006,"Febrero","SONORA","0","0","0"
"79",2006,"Febrero","JALISCO","0","0","0"
"912",2006,"Febrero","PUEBLA","0","0","0"
"1114",2006,"Febrero","NAYARIT","0","0","0"
"280",2006,"Marzo","CAMPECHE","3876","3826","5781"
"2812",2006,"Marzo","CHIAPAS","10845","10845","25565"
"2821",2006,"Marzo","CHIHUAHUA","49","49","116"
"2831",2006,"Marzo","SAN LUIS POTOSI","7082","6352","10297"
"2841",2006,"Marzo","TAMAULIPAS","50720","30289","35056"
"2851",2006,"Marzo","VERACRUZ","5500","2800","4200"
"1101",2006,"Marzo","YUCATAN","0","0","0"
"249",2006,"Marzo","COAHUILA","0","0","0"
"339",2006,"Marzo","NUEVO LEON","0","0","0"
"429",2006,"Marzo","QUINTANA ROO","0","0","0"
"530",2006,"Marzo","SINALOA","0","0","0"
"619",2006,"Marzo","SONORA","0","0","0"
"717",2006,"Marzo","JALISCO","0","0","0"
"916",2006,"Marzo","PUEBLA","0","0","0"
"1116",2006,"Marzo","NAYARIT","0","0","0"
"2101",2006,"Abril","CAMPECHE","49","0","0"
"2111",2006,"Abril","TAMAULIPAS","218","110","260"
"1126",2006,"Abril","CHIAPAS","0","0","0"
"277",2006,"Abril","YUCATAN","0","0","0"
"354",2006,"Abril","COAHUILA","0","0","0"
"447",2006,"Abril","CHIHUAHUA","0","0","0"
"545",2006,"Abril","NUEVO LEON","0","0","0"
"630",2006,"Abril","QUINTANA ROO","0","0","0"
"726",2006,"Abril","SAN LUIS POTOSI","0","0","0"
"824",2006,"Abril","SINALOA","0","0","0"
"926",2006,"Abril","SONORA","0","0","0"
"1019",2006,"Abril","VERACRUZ","0","0","0"
"1127",2006,"Abril","JALISCO","0","0","0"
"1319",2006,"Abril","PUEBLA","0","0","0"
"1513",2006,"Abril","NAYARIT","0","0","0"
"2213",2006,"Mayo","CAMPECHE","49","49","74"
"2223",2006,"Mayo","CHIHUAHUA","37","0","0"
"2233",2006,"Mayo","TAMAULIPAS","218","183","479"
"1155",2006,"Mayo","CHIAPAS","0","0","0"
"2102",2006,"Mayo","YUCATAN","0","0","0"
"370",2006,"Mayo","COAHUILA","0","0","0"
"467",2006,"Mayo","NUEVO LEON","0","0","0"
"561",2006,"Mayo","QUINTANA ROO","0","0","0"
"648",2006,"Mayo","SAN LUIS POTOSI","0","0","0"
"746",2006,"Mayo","SINALOA","0","0","0"
"838",2006,"Mayo","SONORA","0","0","0"
"947",2006,"Mayo","VERACRUZ","0","0","0"
"1033",2006,"Mayo","JALISCO","0","0","0"
"1233",2006,"Mayo","PUEBLA","0","0","0"
"1425",2006,"Mayo","NAYARIT","0","0","0"
"2393",2006,"Junio","CAMPECHE","149","49","74"
"2403",2006,"Junio","CHIHUAHUA","49","0","0"
"2413",2006,"Junio","TAMAULIPAS","1007","200","512"
"1188",2006,"Junio","CHIAPAS","0","0","0"
"2118",2006,"Junio","YUCATAN","0","0","0"
"389",2006,"Junio","COAHUILA","0","0","0"
"484",2006,"Junio","NUEVO LEON","0","0","0"
"576",2006,"Junio","QUINTANA ROO","0","0","0"
"666",2006,"Junio","SAN LUIS POTOSI","0","0","0"
"763",2006,"Junio","SINALOA","0","0","0"
"852",2006,"Junio","SONORA","0","0","0"
"965",2006,"Junio","VERACRUZ","0","0","0"
"1045",2006,"Junio","JALISCO","0","0","0"
"1244",2006,"Junio","PUEBLA","0","0","0"
"1430",2006,"Junio","NAYARIT","0","0","0"
"2652",2006,"Julio","CAMPECHE","279","49","74"
"2661",2006,"Julio","CHIAPAS","3875","0","0"
"2671",2006,"Julio","CHIHUAHUA","49","0","0"
"2681",2006,"Julio","SAN LUIS POTOSI","3554","0","0"
"2691",2006,"Julio","TAMAULIPAS","40313","200","512"
"2701",2006,"Julio","VERACRUZ","3000","0","0"
"1256",2006,"Julio","YUCATAN","0","0","0"
"2132",2006,"Julio","COAHUILA","0","0","0"
"3109",2006,"Julio","NUEVO LEON","0","0","0"
"4100",2006,"Julio","QUINTANA ROO","0","0","0"
"594",2006,"Julio","SINALOA","0","0","0"
"684",2006,"Julio","SONORA","0","0","0"
"778",2006,"Julio","JALISCO","0","0","0"
"980",2006,"Julio","PUEBLA","0","0","0"
"11102",2006,"Julio","NAYARIT","0","0","0"
"2761",2006,"Agosto","CAMPECHE","3002","49","74"
"2772",2006,"Agosto","CHIAPAS","10608","0","0"
"2782",2006,"Agosto","CHIHUAHUA","49","0","0"
"2792",2006,"Agosto","SAN LUIS POTOSI","5946","0","0"
"2802",2006,"Agosto","TAMAULIPAS","50354","218","548"
"2814",2006,"Agosto","VERACRUZ","5500","0","0"
"1278",2006,"Agosto","YUCATAN","0","0","0"
"2148",2006,"Agosto","COAHUILA","0","0","0"
"3129",2006,"Agosto","NUEVO LEON","0","0","0"
"4117",2006,"Agosto","QUINTANA ROO","0","0","0"
"5107",2006,"Agosto","SINALOA","0","0","0"
"699",2006,"Agosto","SONORA","0","0","0"
"790",2006,"Agosto","JALISCO","0","0","0"
"987",2006,"Agosto","PUEBLA","0","0","0"
"11106",2006,"Agosto","NAYARIT","0","0","0"
"2815",2006,"Septiembre","CAMPECHE","3796","49","74"
"2823",2006,"Septiembre","CHIAPAS","10845","0","0"
"2832",2006,"Septiembre","CHIHUAHUA","49","37","74"
"2842",2006,"Septiembre","SAN LUIS POTOSI","7082","0","0"
"2853",2006,"Septiembre","TAMAULIPAS","50630","218","548"
"2862",2006,"Septiembre","VERACRUZ","5500","0","0"
"1296",2006,"Septiembre","YUCATAN","0","0","0"
"2169",2006,"Septiembre","COAHUILA","0","0","0"
"3144",2006,"Septiembre","NUEVO LEON","0","0","0"
"4131",2006,"Septiembre","QUINTANA ROO","0","0","0"
"5121",2006,"Septiembre","SINALOA","0","0","0"
"6109",2006,"Septiembre","SONORA","0","0","0"
"799",2006,"Septiembre","JALISCO","0","0","0"
"990",2006,"Septiembre","PUEBLA","0","0","0"
"11112",2006,"Septiembre","NAYARIT","0","0","0"
"2824",2006,"Octubre","CAMPECHE","3796","49","74"
"2833",2006,"Octubre","CHIAPAS","10845","0","0"
